year,province,municipality,name,production [t],harvested area [ha],yield [kg/ha]
1998,entre rios,nogoya,entre rios nogoya,76000,28000,2714
1999,entre rios,nogoya,entre rios nogoya,65800,32900,2000
2000,entre rios,nogoya,entre rios nogoya,64500,35800,1802
2001,entre rios,nogoya,entre rios nogoya,45000,37500,1200
2002,entre rios,nogoya,entre rios nogoya,42500,25000,1700
2003,entre rios,nogoya,entre rios nogoya,72000,24000,3000
2004,entre rios,nogoya,entre rios nogoya,82650,28500,2900
2005,entre rios,nogoya,entre rios nogoya,65000,20000,3250
2006,entre rios,nogoya,entre rios nogoya,82650,28500,2900
2007,entre rios,nogoya,entre rios nogoya,86213,30250,2850
2008,entre rios,nogoya,entre rios nogoya,53900,24500,2200
2009,entre rios,nogoya,entre rios nogoya,136670,31400,4353
2010,entre rios,nogoya,entre rios nogoya,112772,28000,4028
2011,entre rios,nogoya,entre rios nogoya,92535,29850,3100
2012,entre rios,nogoya,entre rios nogoya,39094,17770,2200
2013,entre rios,nogoya,entre rios nogoya,44415,16450,2700
2014,entre rios,nogoya,entre rios nogoya,55680,23200,2400
2015,entre rios,nogoya,entre rios nogoya,71120,25400,2800
2016,entre rios,nogoya,entre rios nogoya,140672,43960,3200
2017,entre rios,nogoya,entre rios nogoya,149805,56530,2650
2018,entre rios,nogoya,entre rios nogoya,206500,59000,3500
2019,entre rios,nogoya,entre rios nogoya,142695,52850,2700
2020,entre rios,nogoya,entre rios nogoya,150000,62500,2400
2021,entre rios,nogoya,entre rios nogoya,184800,56000,3300
1969,entre rios,parana,entre rios parana,14840,18550,800
1970,entre rios,parana,entre rios parana,48700,30500,1597
1971,entre rios,parana,entre rios parana,27900,31200,894
1972,entre rios,parana,entre rios parana,26900,27000,996
1973,entre rios,parana,entre rios parana,30940,18200,1700
1974,entre rios,parana,entre rios parana,21850,23000,950
1975,entre rios,parana,entre rios parana,48138,29600,1626
1976,entre rios,parana,entre rios parana,78000,50400,1548
1977,entre rios,parana,entre rios parana,30590,26600,1150
1978,entre rios,parana,entre rios parana,24204,31740,763
1979,entre rios,parana,entre rios parana,23000,25000,920
1980,entre rios,parana,entre rios parana,30300,22000,1377
1981,entre rios,parana,entre rios parana,26170,25000,1047
1982,entre rios,parana,entre rios parana,48850,28050,1742
1983,entre rios,parana,entre rios parana,57000,34800,1638
1984,entre rios,parana,entre rios parana,79300,39000,2033
1985,entre rios,parana,entre rios parana,43710,30650,1426
1986,entre rios,parana,entre rios parana,28800,24000,1200
1987,entre rios,parana,entre rios parana,39900,21000,1900
1988,entre rios,parana,entre rios parana,54000,32800,1646
1989,entre rios,parana,entre rios parana,62240,31000,2008
1990,entre rios,parana,entre rios parana,44100,24500,1800
1991,entre rios,parana,entre rios parana,26400,16500,1600
1992,entre rios,parana,entre rios parana,53300,21300,2502
1993,entre rios,parana,entre rios parana,61400,34100,1801
1994,entre rios,parana,entre rios parana,78800,43800,1799
1995,entre rios,parana,entre rios parana,52000,32500,1600
1996,entre rios,parana,entre rios parana,122400,51000,2400
1997,entre rios,parana,entre rios parana,103400,47000,2200
1998,entre rios,parana,entre rios parana,121000,50100,2415
1999,entre rios,parana,entre rios parana,114900,54700,2101
2000,entre rios,parana,entre rios parana,124000,62000,2000
2001,entre rios,parana,entre rios parana,110000,78000,1410
2002,entre rios,parana,entre rios parana,98800,52000,1900
2003,entre rios,parana,entre rios parana,133920,49600,2700
2004,entre rios,parana,entre rios parana,162000,60000,2700
2005,entre rios,parana,entre rios parana,167145,50650,3300
2006,entre rios,parana,entre rios parana,191400,58000,3300
2007,entre rios,parana,entre rios parana,204000,60000,3400
2008,entre rios,parana,entre rios parana,44000,27500,1600
2009,entre rios,parana,entre rios parana,216330,48540,4457
2010,entre rios,parana,entre rios parana,185888,45000,4131
2011,entre rios,parana,entre rios parana,192660,50700,3800
2012,entre rios,parana,entre rios parana,134400,42000,3200
2013,entre rios,parana,entre rios parana,135000,45000,3000
2014,entre rios,parana,entre rios parana,154330,50600,3050
2015,entre rios,parana,entre rios parana,138880,43400,3200
2016,entre rios,parana,entre rios parana,150280,44200,3400
2017,entre rios,parana,entre rios parana,245790,81930,3000
2018,entre rios,parana,entre rios parana,436600,118000,3700
2019,entre rios,parana,entre rios parana,229050,76350,3000
2020,entre rios,parana,entre rios parana,197415,82250,2400
2021,entre rios,parana,entre rios parana,270400,84500,3200
1969,entre rios,tala,entre rios tala,9100,13000,700
1970,entre rios,tala,entre rios tala,22700,15940,1424
1971,entre rios,tala,entre rios tala,11600,10350,1121
1972,entre rios,tala,entre rios tala,10300,10400,990
1973,entre rios,tala,entre rios tala,3840,2400,1600
1974,entre rios,tala,entre rios tala,4800,3700,1297
1975,entre rios,tala,entre rios tala,10200,6800,1500
1976,entre rios,tala,entre rios tala,21500,13700,1569
1977,entre rios,tala,entre rios tala,8250,7500,1100
1978,entre rios,tala,entre rios tala,3430,4900,700
1979,entre rios,tala,entre rios tala,1960,2800,700
1980,entre rios,tala,entre rios tala,2700,1800,1500
1981,entre rios,tala,entre rios tala,1870,1700,1100
1982,entre rios,tala,entre rios tala,5280,3300,1600
1983,entre rios,tala,entre rios tala,6300,4000,1575
1984,entre rios,tala,entre rios tala,8100,4500,1800
1985,entre rios,tala,entre rios tala,3240,2700,1200
1986,entre rios,tala,entre rios tala,1900,1600,1188
1987,entre rios,tala,entre rios tala,2700,1500,1800
1988,entre rios,tala,entre rios tala,4760,2800,1700
1989,entre rios,tala,entre rios tala,4500,2500,1800
1990,entre rios,tala,entre rios tala,3500,2500,1400
1991,entre rios,tala,entre rios tala,600,500,1200
1992,entre rios,tala,entre rios tala,5500,2500,2200
1993,entre rios,tala,entre rios tala,4100,3400,1206
1994,entre rios,tala,entre rios tala,5300,3500,1514
1995,entre rios,tala,entre rios tala,3100,2400,1292
1996,entre rios,tala,entre rios tala,10800,6000,1800
1997,entre rios,tala,entre rios tala,12200,5300,2302
1998,entre rios,tala,entre rios tala,15000,6000,2500
1999,entre rios,tala,entre rios tala,15480,8600,1800
2000,entre rios,tala,entre rios tala,9600,6400,1500
2001,entre rios,tala,entre rios tala,13000,11700,1111
2002,entre rios,tala,entre rios tala,11468,6950,1650
2003,entre rios,tala,entre rios tala,20000,8000,2500
2004,entre rios,tala,entre rios tala,27300,10500,2600
2005,entre rios,tala,entre rios tala,18550,7000,2650
2006,entre rios,tala,entre rios tala,29000,10000,2900
2007,entre rios,tala,entre rios tala,37800,14000,2700
2008,entre rios,tala,entre rios tala,18260,8300,2200
2009,entre rios,tala,entre rios tala,60670,16690,3635
2010,entre rios,tala,entre rios tala,40276,10000,4028
2011,entre rios,tala,entre rios tala,39238,10750,3650
2012,entre rios,tala,entre rios tala,17248,7840,2200
2013,entre rios,tala,entre rios tala,31500,10000,3150
2014,entre rios,tala,entre rios tala,29210,12700,2300
2015,entre rios,tala,entre rios tala,14300,5500,2600
2016,entre rios,tala,entre rios tala,48420,16140,3000
2017,entre rios,tala,entre rios tala,37575,16700,2250
2018,entre rios,tala,entre rios tala,82250,23500,3500
2019,entre rios,tala,entre rios tala,54340,20900,2600
2020,entre rios,tala,entre rios tala,66640,23800,2800
2021,entre rios,tala,entre rios tala,80000,25000,3200
1969,entre rios,uruguay,entre rios uruguay,50325,45750,1100
1970,entre rios,uruguay,entre rios uruguay,51000,37100,1375
1971,entre rios,uruguay,entre rios uruguay,36200,38500,940
1972,entre rios,uruguay,entre rios uruguay,17950,21700,827
1973,entre rios,uruguay,entre rios uruguay,9500,6550,1450
1974,entre rios,uruguay,entre rios uruguay,9600,6000,1600
1975,entre rios,uruguay,entre rios uruguay,23290,13700,1700
1976,entre rios,uruguay,entre rios uruguay,40000,26900,1487
1977,entre rios,uruguay,entre rios uruguay,11875,12500,950
1978,entre rios,uruguay,entre rios uruguay,9900,13200,750
1979,entre rios,uruguay,entre rios uruguay,5600,5700,982
1980,entre rios,uruguay,entre rios uruguay,5480,3850,1423
1981,entre rios,uruguay,entre rios uruguay,5880,4900,1200
1982,entre rios,uruguay,entre rios uruguay,12240,7200,1700
1983,entre rios,uruguay,entre rios uruguay,11200,8000,1400
1984,entre rios,uruguay,entre rios uruguay,15300,9000,1700
1985,entre rios,uruguay,entre rios uruguay,7540,5800,1300
1986,entre rios,uruguay,entre rios uruguay,3000,2300,1304
1987,entre rios,uruguay,entre rios uruguay,2550,1500,1700
1988,entre rios,uruguay,entre rios uruguay,4000,2500,1600
1989,entre rios,uruguay,entre rios uruguay,4500,3000,1500
1990,entre rios,uruguay,entre rios uruguay,7200,6000,1200
1991,entre rios,uruguay,entre rios uruguay,6000,5000,1200
1992,entre rios,uruguay,entre rios uruguay,9000,4500,2000
1993,entre rios,uruguay,entre rios uruguay,5200,5800,897
1994,entre rios,uruguay,entre rios uruguay,7700,4500,1711
1995,entre rios,uruguay,entre rios uruguay,10800,6000,1800
1996,entre rios,uruguay,entre rios uruguay,38400,16700,2299
1997,entre rios,uruguay,entre rios uruguay,42000,20000,2100
1998,entre rios,uruguay,entre rios uruguay,18000,8000,2250
1999,entre rios,uruguay,entre rios uruguay,22770,12650,1800
2000,entre rios,uruguay,entre rios uruguay,16800,12000,1400
2001,entre rios,uruguay,entre rios uruguay,18000,14800,1216
2002,entre rios,uruguay,entre rios uruguay,13425,8950,1500
2003,entre rios,uruguay,entre rios uruguay,20000,8000,2500
2004,entre rios,uruguay,entre rios uruguay,33410,12850,2600
2005,entre rios,uruguay,entre rios uruguay,24750,9000,2750
2006,entre rios,uruguay,entre rios uruguay,59160,19720,3000
2007,entre rios,uruguay,entre rios uruguay,46845,17350,2700
2008,entre rios,uruguay,entre rios uruguay,51350,19750,2600
2009,entre rios,uruguay,entre rios uruguay,161490,37200,4341
2010,entre rios,uruguay,entre rios uruguay,78383,23000,3408
2011,entre rios,uruguay,entre rios uruguay,83880,23300,3600
2012,entre rios,uruguay,entre rios uruguay,38786,17630,2200
2013,entre rios,uruguay,entre rios uruguay,67100,22000,3050
2014,entre rios,uruguay,entre rios uruguay,59110,25700,2300
2015,entre rios,uruguay,entre rios uruguay,56100,16500,3400
2016,entre rios,uruguay,entre rios uruguay,87552,27360,3200
2017,entre rios,uruguay,entre rios uruguay,73750,29500,2500
2018,entre rios,uruguay,entre rios uruguay,115500,33000,3500
2019,entre rios,uruguay,entre rios uruguay,98400,41000,2400
2020,entre rios,uruguay,entre rios uruguay,135430,46700,2900
2021,entre rios,uruguay,entre rios uruguay,139500,45000,3100
1969,entre rios,victoria,entre rios victoria,6160,8800,700
1970,entre rios,victoria,entre rios victoria,15700,9800,1602
1971,entre rios,victoria,entre rios victoria,10150,7200,1410
1972,entre rios,victoria,entre rios victoria,7260,6000,1210
1973,entre rios,victoria,entre rios victoria,5600,3400,1647
1974,entre rios,victoria,entre rios victoria,3400,4000,850
1975,entre rios,victoria,entre rios victoria,7740,4300,1800
1976,entre rios,victoria,entre rios victoria,18000,11600,1552
1977,entre rios,victoria,entre rios victoria,5980,4600,1300
1978,entre rios,victoria,entre rios victoria,5600,5600,1000
1979,entre rios,victoria,entre rios victoria,5060,6300,803
1980,entre rios,victoria,entre rios victoria,8900,5500,1618
1981,entre rios,victoria,entre rios victoria,18900,13500,1400
1982,entre rios,victoria,entre rios victoria,37398,18700,2000
1983,entre rios,victoria,entre rios victoria,38000,21850,1739
1984,entre rios,victoria,entre rios victoria,57200,26000,2200
1985,entre rios,victoria,entre rios victoria,41600,26000,1600
1986,entre rios,victoria,entre rios victoria,41600,24500,1698
1987,entre rios,victoria,entre rios victoria,41500,19000,2184
1988,entre rios,victoria,entre rios victoria,52000,24800,2097
1989,entre rios,victoria,entre rios victoria,55000,25000,2200
1990,entre rios,victoria,entre rios victoria,57500,25000,2300
1991,entre rios,victoria,entre rios victoria,37200,19600,1898
1992,entre rios,victoria,entre rios victoria,63000,21000,3000
1993,entre rios,victoria,entre rios victoria,51700,23500,2200
1994,entre rios,victoria,entre rios victoria,57600,24000,2400
1995,entre rios,victoria,entre rios victoria,48400,21500,2251
1996,entre rios,victoria,entre rios victoria,111000,37000,3000
1997,entre rios,victoria,entre rios victoria,71300,31000,2300
1998,entre rios,victoria,entre rios victoria,90000,30000,3000
1999,entre rios,victoria,entre rios victoria,76360,33200,2300
2000,entre rios,victoria,entre rios victoria,80000,38000,2105
2001,entre rios,victoria,entre rios victoria,71000,54500,1303
2002,entre rios,victoria,entre rios victoria,79800,38000,2100
2003,entre rios,victoria,entre rios victoria,96100,31000,3100
2004,entre rios,victoria,entre rios victoria,112200,34000,3300
2005,entre rios,victoria,entre rios victoria,100800,28000,3600
2006,entre rios,victoria,entre rios victoria,98340,29800,3300
2007,entre rios,victoria,entre rios victoria,111600,36000,3100
2008,entre rios,victoria,entre rios victoria,44520,21200,2100
2009,entre rios,victoria,entre rios victoria,138350,29510,4688
2010,entre rios,victoria,entre rios victoria,142514,30000,4750
2011,entre rios,victoria,entre rios victoria,117800,31000,3800
2012,entre rios,victoria,entre rios victoria,56970,21100,2700
2013,entre rios,victoria,entre rios victoria,76275,28250,2700
2014,entre rios,victoria,entre rios victoria,84500,32500,2600
2015,entre rios,victoria,entre rios victoria,69930,19980,3500
2016,entre rios,victoria,entre rios victoria,146268,43020,3400
2017,entre rios,victoria,entre rios victoria,96501,33860,2850
2018,entre rios,victoria,entre rios victoria,180500,47500,3800
2019,entre rios,victoria,entre rios victoria,125250,41750,3000
2020,entre rios,victoria,entre rios victoria,102750,41100,2500
2021,entre rios,victoria,entre rios victoria,195000,50000,3900
1969,entre rios,villaguay,entre rios villaguay,28800,24000,1200
1970,entre rios,villaguay,entre rios villaguay,39000,27800,1403
1971,entre rios,villaguay,entre rios villaguay,25000,24300,1029
1972,entre rios,villaguay,entre rios villaguay,15000,17500,857
1973,entre rios,villaguay,entre rios villaguay,10100,6800,1485
1974,entre rios,villaguay,entre rios villaguay,5740,4070,1410
1975,entre rios,villaguay,entre rios villaguay,8840,5200,1700
1976,entre rios,villaguay,entre rios villaguay,35000,24800,1411
1977,entre rios,villaguay,entre rios villaguay,14400,11520,1250
1978,entre rios,villaguay,entre rios villaguay,6650,9500,700
1979,entre rios,villaguay,entre rios villaguay,4000,5550,721
1980,entre rios,villaguay,entre rios villaguay,5200,3600,1444
1981,entre rios,villaguay,entre rios villaguay,2500,2500,1000
1982,entre rios,villaguay,entre rios villaguay,3240,1800,1800
1983,entre rios,villaguay,entre rios villaguay,5500,3500,1571
1984,entre rios,villaguay,entre rios villaguay,8460,4700,1800
1985,entre rios,villaguay,entre rios villaguay,4810,3700,1300
1986,entre rios,villaguay,entre rios villaguay,3000,2700,1111
1987,entre rios,villaguay,entre rios villaguay,3400,2000,1700
1988,entre rios,villaguay,entre rios villaguay,5440,3400,1600
1989,entre rios,villaguay,entre rios villaguay,2850,1500,1900
1990,entre rios,villaguay,entre rios villaguay,2100,1500,1400
1991,entre rios,villaguay,entre rios villaguay,600,500,1200
1992,entre rios,villaguay,entre rios villaguay,3300,1500,2200
1993,entre rios,villaguay,entre rios villaguay,2000,2900,690
1994,entre rios,villaguay,entre rios villaguay,3200,2000,1600
1995,entre rios,villaguay,entre rios villaguay,4000,2200,1818
1996,entre rios,villaguay,entre rios villaguay,12000,8000,1500
1997,entre rios,villaguay,entre rios villaguay,15700,7850,2000
1998,entre rios,villaguay,entre rios villaguay,8800,4000,2200
1999,entre rios,villaguay,entre rios villaguay,11200,6600,1697
2000,entre rios,villaguay,entre rios villaguay,13100,8700,1506
2001,entre rios,villaguay,entre rios villaguay,20000,19800,1010
2002,entre rios,villaguay,entre rios villaguay,6600,5500,1200
2003,entre rios,villaguay,entre rios villaguay,16100,7000,2300
2004,entre rios,villaguay,entre rios villaguay,22100,8500,2600
2005,entre rios,villaguay,entre rios villaguay,12500,5000,2500
2006,entre rios,villaguay,entre rios villaguay,34800,12000,2900
2007,entre rios,villaguay,entre rios villaguay,29900,13000,2300
2008,entre rios,villaguay,entre rios villaguay,27500,11000,2500
2009,entre rios,villaguay,entre rios villaguay,57700,14080,4098
2010,entre rios,villaguay,entre rios villaguay,27264,8000,3408
2011,entre rios,villaguay,entre rios villaguay,34125,9750,3500
2012,entre rios,villaguay,entre rios villaguay,10575,4700,2250
2013,entre rios,villaguay,entre rios villaguay,23750,9500,2500
2014,entre rios,villaguay,entre rios villaguay,27140,11800,2300
2015,entre rios,villaguay,entre rios villaguay,17550,6500,2700
2016,entre rios,villaguay,entre rios villaguay,35670,12300,2900
2017,entre rios,villaguay,entre rios villaguay,35420,16100,2200
2018,entre rios,villaguay,entre rios villaguay,81600,24000,3400
2019,entre rios,villaguay,entre rios villaguay,56700,27000,2100
2020,entre rios,villaguay,entre rios villaguay,127020,43800,2900
2021,entre rios,villaguay,entre rios villaguay,131200,41000,3200
1969,la pampa,atreuco,la pampa atreuco,57000,60000,950
1970,la pampa,atreuco,la pampa atreuco,4350,6400,680
1971,la pampa,atreuco,la pampa atreuco,41000,39000,1051
1972,la pampa,atreuco,la pampa atreuco,72500,63000,1151
1973,la pampa,atreuco,la pampa atreuco,68150,47000,1450
1974,la pampa,atreuco,la pampa atreuco,49700,53300,932
1975,la pampa,atreuco,la pampa atreuco,78200,68000,1150
1976,la pampa,atreuco,la pampa atreuco,107800,77000,1400
1977,la pampa,atreuco,la pampa atreuco,40000,40000,1000
1978,la pampa,atreuco,la pampa atreuco,45500,35000,1300
1979,la pampa,atreuco,la pampa atreuco,29000,25000,1160
1980,la pampa,atreuco,la pampa atreuco,35600,45000,791
1981,la pampa,atreuco,la pampa atreuco,66100,59000,1120
1982,la pampa,atreuco,la pampa atreuco,122760,80200,1531
1983,la pampa,atreuco,la pampa atreuco,77500,64600,1200
1984,la pampa,atreuco,la pampa atreuco,119745,62500,1916
1985,la pampa,atreuco,la pampa atreuco,70988,50760,1399
1986,la pampa,atreuco,la pampa atreuco,61700,52900,1166
1987,la pampa,atreuco,la pampa atreuco,86700,51000,1700
1988,la pampa,atreuco,la pampa atreuco,78000,50900,1532
1989,la pampa,atreuco,la pampa atreuco,130000,68400,1901
1990,la pampa,atreuco,la pampa atreuco,90000,75000,1200
1991,la pampa,atreuco,la pampa atreuco,73100,43000,1700
1992,la pampa,atreuco,la pampa atreuco,38200,34700,1101
1993,la pampa,atreuco,la pampa atreuco,73900,44000,1680
1994,la pampa,atreuco,la pampa atreuco,68800,43800,1571
1995,la pampa,atreuco,la pampa atreuco,48540,38900,1248
1996,la pampa,atreuco,la pampa atreuco,83852,57040,1470
1997,la pampa,atreuco,la pampa atreuco,117860,49740,2370
1998,la pampa,atreuco,la pampa atreuco,94000,46800,2009
1999,la pampa,atreuco,la pampa atreuco,111000,48100,2308
2000,la pampa,atreuco,la pampa atreuco,114000,50500,2257
2001,la pampa,atreuco,la pampa atreuco,95820,49150,1950
2002,la pampa,atreuco,la pampa atreuco,104730,50900,2058
2003,la pampa,atreuco,la pampa atreuco,40335,33650,1199
2004,la pampa,atreuco,la pampa atreuco,94195,47150,1998
2005,la pampa,atreuco,la pampa atreuco,23560,19650,1199
2006,la pampa,atreuco,la pampa atreuco,9200,8000,1150
2007,la pampa,atreuco,la pampa atreuco,58800,28000,2100
2008,la pampa,atreuco,la pampa atreuco,36720,30600,1200
2009,la pampa,atreuco,la pampa atreuco,6260,6010,1042
2010,la pampa,atreuco,la pampa atreuco,49450,26600,1859
2011,la pampa,atreuco,la pampa atreuco,84000,35000,2400
2012,la pampa,atreuco,la pampa atreuco,81750,32700,2500
2013,la pampa,atreuco,la pampa atreuco,51200,32000,1600
2014,la pampa,atreuco,la pampa atreuco,53430,20550,2600
2015,la pampa,atreuco,la pampa atreuco,58280,27750,2100
2016,la pampa,atreuco,la pampa atreuco,47652,25080,1900
2017,la pampa,atreuco,la pampa atreuco,50600,22000,2300
2018,la pampa,atreuco,la pampa atreuco,60000,24000,2500
2019,la pampa,atreuco,la pampa atreuco,26520,22100,1200
2020,la pampa,atreuco,la pampa atreuco,83000,33200,2500
2021,la pampa,atreuco,la pampa atreuco,44345,18100,2450
1969,la pampa,capital,la pampa capital,44100,49000,900
1970,la pampa,capital,la pampa capital,1600,2500,640
1971,la pampa,capital,la pampa capital,14000,18000,778
1972,la pampa,capital,la pampa capital,26000,27500,945
1973,la pampa,capital,la pampa capital,28050,25500,1100
1974,la pampa,capital,la pampa capital,29800,35000,851
1975,la pampa,capital,la pampa capital,50000,50000,1000
1976,la pampa,capital,la pampa capital,77000,55000,1400
1977,la pampa,capital,la pampa capital,15400,21000,733
1978,la pampa,capital,la pampa capital,32400,27000,1200
1979,la pampa,capital,la pampa capital,28900,22300,1296
1980,la pampa,capital,la pampa capital,18600,24700,753
1981,la pampa,capital,la pampa capital,26000,29750,874
1982,la pampa,capital,la pampa capital,77810,51000,1526
1983,la pampa,capital,la pampa capital,51400,39600,1298
1984,la pampa,capital,la pampa capital,73800,41000,1800
1985,la pampa,capital,la pampa capital,43146,32844,1314
1986,la pampa,capital,la pampa capital,34400,29500,1166
1987,la pampa,capital,la pampa capital,49900,32000,1559
1988,la pampa,capital,la pampa capital,40000,31100,1286
1989,la pampa,capital,la pampa capital,65800,40500,1625
1990,la pampa,capital,la pampa capital,46200,42000,1100
1991,la pampa,capital,la pampa capital,72900,40500,1800
1992,la pampa,capital,la pampa capital,37200,31000,1200
1993,la pampa,capital,la pampa capital,70200,41300,1700
1994,la pampa,capital,la pampa capital,61000,36500,1671
1995,la pampa,capital,la pampa capital,33200,25500,1302
1996,la pampa,capital,la pampa capital,78200,46000,1700
1997,la pampa,capital,la pampa capital,85700,36800,2329
1998,la pampa,capital,la pampa capital,54000,29700,1818
1999,la pampa,capital,la pampa capital,70000,30800,2273
2000,la pampa,capital,la pampa capital,72000,31800,2264
2001,la pampa,capital,la pampa capital,61000,30500,2000
2002,la pampa,capital,la pampa capital,60170,30700,1960
2003,la pampa,capital,la pampa capital,25300,23000,1100
2004,la pampa,capital,la pampa capital,51000,30000,1700
2005,la pampa,capital,la pampa capital,18520,16100,1150
2006,la pampa,capital,la pampa capital,5580,5580,1000
2007,la pampa,capital,la pampa capital,41800,19000,2200
2008,la pampa,capital,la pampa capital,26100,20100,1299
2009,la pampa,capital,la pampa capital,5220,4510,1157
2010,la pampa,capital,la pampa capital,10220,5500,1858
2011,la pampa,capital,la pampa capital,16100,7000,2300
2012,la pampa,capital,la pampa capital,14490,6300,2300
2013,la pampa,capital,la pampa capital,14000,7000,2000
2014,la pampa,capital,la pampa capital,86300,34520,2500
2015,la pampa,capital,la pampa capital,48870,23270,2100
2016,la pampa,capital,la pampa capital,69264,28860,2400
2017,la pampa,capital,la pampa capital,60480,28800,2100
2018,la pampa,capital,la pampa capital,63800,29000,2200
2019,la pampa,capital,la pampa capital,31020,28200,1100
2020,la pampa,capital,la pampa capital,81840,37200,2200
2021,la pampa,capital,la pampa capital,64285,29900,2150
1969,la pampa,catrilo,la pampa catrilo,38000,38000,1000
1970,la pampa,catrilo,la pampa catrilo,4000,5400,741
1971,la pampa,catrilo,la pampa catrilo,38700,37000,1046
1972,la pampa,catrilo,la pampa catrilo,34700,33000,1052
1973,la pampa,catrilo,la pampa catrilo,36750,24500,1500
1974,la pampa,catrilo,la pampa catrilo,27900,31000,900
1975,la pampa,catrilo,la pampa catrilo,54600,42000,1300
1976,la pampa,catrilo,la pampa catrilo,65100,46500,1400
1977,la pampa,catrilo,la pampa catrilo,16320,20000,816
1978,la pampa,catrilo,la pampa catrilo,33800,26000,1300
1979,la pampa,catrilo,la pampa catrilo,34155,24400,1400
1980,la pampa,catrilo,la pampa catrilo,17000,22700,749
1981,la pampa,catrilo,la pampa catrilo,39000,37900,1029
1982,la pampa,catrilo,la pampa catrilo,88350,58000,1523
1983,la pampa,catrilo,la pampa catrilo,55000,42780,1286
1984,la pampa,catrilo,la pampa catrilo,72000,40000,1800
1985,la pampa,catrilo,la pampa catrilo,45080,32200,1400
1986,la pampa,catrilo,la pampa catrilo,43700,31200,1401
1987,la pampa,catrilo,la pampa catrilo,43700,27000,1619
1988,la pampa,catrilo,la pampa catrilo,39000,26500,1472
1989,la pampa,catrilo,la pampa catrilo,62500,35900,1741
1990,la pampa,catrilo,la pampa catrilo,62400,52000,1200
1991,la pampa,catrilo,la pampa catrilo,66800,39300,1700
1992,la pampa,catrilo,la pampa catrilo,31300,27000,1159
1993,la pampa,catrilo,la pampa catrilo,70900,39400,1799
1994,la pampa,catrilo,la pampa catrilo,79500,42500,1871
1995,la pampa,catrilo,la pampa catrilo,57400,37000,1551
1996,la pampa,catrilo,la pampa catrilo,89500,50000,1790
1997,la pampa,catrilo,la pampa catrilo,96800,44600,2170
1998,la pampa,catrilo,la pampa catrilo,69000,35200,1960
1999,la pampa,catrilo,la pampa catrilo,85000,36800,2310
2000,la pampa,catrilo,la pampa catrilo,90000,38700,2326
2001,la pampa,catrilo,la pampa catrilo,79280,37750,2100
2002,la pampa,catrilo,la pampa catrilo,73600,35900,2050
2003,la pampa,catrilo,la pampa catrilo,16060,14600,1100
2004,la pampa,catrilo,la pampa catrilo,45600,28500,1600
2005,la pampa,catrilo,la pampa catrilo,26600,19000,1400
2006,la pampa,catrilo,la pampa catrilo,6760,5200,1300
2007,la pampa,catrilo,la pampa catrilo,39000,15000,2600
2008,la pampa,catrilo,la pampa catrilo,28000,20000,1400
2009,la pampa,catrilo,la pampa catrilo,4310,3920,1099
2010,la pampa,catrilo,la pampa catrilo,11150,4500,2478
2011,la pampa,catrilo,la pampa catrilo,11500,5000,2300
2012,la pampa,catrilo,la pampa catrilo,10550,4220,2500
2013,la pampa,catrilo,la pampa catrilo,8800,4000,2200
2014,la pampa,catrilo,la pampa catrilo,29090,11190,2600
2015,la pampa,catrilo,la pampa catrilo,25960,11800,2200
2016,la pampa,catrilo,la pampa catrilo,55080,20400,2700
2017,la pampa,catrilo,la pampa catrilo,13130,5050,2600
2018,la pampa,catrilo,la pampa catrilo,43160,16600,2600
2019,la pampa,catrilo,la pampa catrilo,20800,16000,1300
2020,la pampa,catrilo,la pampa catrilo,54000,21600,2500
2021,la pampa,catrilo,la pampa catrilo,50525,21500,2350
1969,la pampa,chapaleufu,la pampa chapaleufu,36750,35000,1050
1970,la pampa,chapaleufu,la pampa chapaleufu,4000,6200,645
1971,la pampa,chapaleufu,la pampa chapaleufu,15800,16000,988
1972,la pampa,chapaleufu,la pampa chapaleufu,32800,25000,1312
1973,la pampa,chapaleufu,la pampa chapaleufu,28500,19000,1500
1974,la pampa,chapaleufu,la pampa chapaleufu,49000,35000,1400
1975,la pampa,chapaleufu,la pampa chapaleufu,64500,44500,1449
1976,la pampa,chapaleufu,la pampa chapaleufu,73950,52000,1422
1977,la pampa,chapaleufu,la pampa chapaleufu,13500,18000,750
1978,la pampa,chapaleufu,la pampa chapaleufu,26965,20000,1348
1979,la pampa,chapaleufu,la pampa chapaleufu,29700,19000,1563
1980,la pampa,chapaleufu,la pampa chapaleufu,6900,9800,704
1981,la pampa,chapaleufu,la pampa chapaleufu,17000,19750,861
1982,la pampa,chapaleufu,la pampa chapaleufu,54000,30000,1800
1983,la pampa,chapaleufu,la pampa chapaleufu,42000,30300,1386
1984,la pampa,chapaleufu,la pampa chapaleufu,55350,27000,2050
1985,la pampa,chapaleufu,la pampa chapaleufu,26158,18040,1450
1986,la pampa,chapaleufu,la pampa chapaleufu,32700,18700,1749
1987,la pampa,chapaleufu,la pampa chapaleufu,32500,17500,1857
1988,la pampa,chapaleufu,la pampa chapaleufu,21000,13500,1556
1989,la pampa,chapaleufu,la pampa chapaleufu,27600,17700,1559
1990,la pampa,chapaleufu,la pampa chapaleufu,69700,34000,2050
1991,la pampa,chapaleufu,la pampa chapaleufu,53900,24500,2200
1992,la pampa,chapaleufu,la pampa chapaleufu,47200,23600,2000
