model,init_year,init_month,forecasted_year,forecasted_month,lat,lon,prec,t2m
HMC,1993,11,1993,11,-42.5,-57.5,0.8433344,11.029809570312523
HMC,1993,11,1993,11,-42.5,-55.0,1.2778897,11.986535644531273
HMC,1993,11,1993,11,-40.0,-67.5,2.4960117,15.101708984375023
HMC,1993,11,1993,11,-40.0,-65.0,1.4050027,19.102502441406273
HMC,1993,11,1993,11,-40.0,-62.5,1.0277073,17.848168945312523
HMC,1993,11,1993,11,-40.0,-60.0,0.99623096,14.910607910156273
HMC,1993,11,1993,11,-40.0,-57.5,1.0595846,12.930352783203148
HMC,1993,11,1993,11,-40.0,-55.0,1.1667204,12.377130126953148
HMC,1993,11,1993,11,-37.5,-67.5,2.7189553,17.432458496093773
HMC,1993,11,1993,11,-37.5,-65.0,1.6678568,20.411157226562523
HMC,1993,11,1993,11,-37.5,-62.5,1.9036529,19.489556884765648
HMC,1993,11,1993,11,-37.5,-60.0,2.6720917,18.496331787109398
HMC,1993,11,1993,11,-37.5,-57.5,2.0447261,16.998437500000023
HMC,1993,11,1993,11,-37.5,-55.0,1.1314269,15.113732910156273
HMC,1993,11,1993,11,-35.0,-67.5,5.810674,16.437554931640648
HMC,1993,11,1993,11,-35.0,-65.0,2.5034974,20.841058349609398
HMC,1993,11,1993,11,-35.0,-62.5,2.1534147,20.796929931640648
HMC,1993,11,1993,11,-35.0,-60.0,2.359724,20.574914550781273
HMC,1993,11,1993,11,-35.0,-57.5,2.1110983,19.841912841796898
HMC,1993,11,1993,11,-35.0,-55.0,1.4424412,18.070397949218773
HMC,1993,11,1993,11,-32.5,-67.5,7.755439,16.203027343750023
HMC,1993,11,1993,11,-32.5,-65.0,5.484994,19.513299560546898
HMC,1993,11,1993,11,-32.5,-62.5,3.472221,21.291223144531273
HMC,1993,11,1993,11,-32.5,-60.0,1.9059223,22.495690917968773
HMC,1993,11,1993,11,-32.5,-57.5,1.8062885,21.606713867187523
HMC,1993,11,1993,11,-32.5,-55.0,2.346231,20.488122558593773
HMC,1993,11,1993,11,-30.0,-67.5,10.232992,14.828179931640648
HMC,1993,11,1993,11,-30.0,-65.0,6.244183,21.065026855468773
HMC,1993,11,1993,11,-30.0,-62.5,3.0768437,23.405114746093773
HMC,1993,11,1993,11,-30.0,-60.0,1.777339,24.180718994140648
HMC,1993,11,1993,11,-30.0,-57.5,1.7699467,23.571771240234398
HMC,1993,11,1993,11,-30.0,-55.0,2.7326293,22.007531738281273
HMC,1994,9,1994,9,-45.0,-67.5,1.6543865,7.519311523437523
HMC,1994,9,1994,9,-45.0,-65.0,0.8323817,9.039086914062523
HMC,1994,9,1994,9,-45.0,-62.5,0.92909575,8.220788574218773
HMC,1994,9,1994,9,-45.0,-60.0,0.8199835,6.848992919921898
HMC,1994,9,1994,9,-45.0,-57.5,1.0755057,6.650872802734398
HMC,1994,9,1994,9,-45.0,-55.0,1.721579,7.762750244140648
HMC,1994,9,1994,9,-42.5,-67.5,2.4464836,5.897882080078148
HMC,1994,9,1994,9,-42.5,-65.0,1.0013866,9.805383300781273
HMC,1994,9,1994,9,-42.5,-62.5,0.7781359,9.835504150390648
HMC,1994,9,1994,9,-42.5,-60.0,0.84158707,8.316369628906273
HMC,1994,9,1994,9,-42.5,-57.5,0.8737143,7.244897460937523
HMC,1994,9,1994,9,-42.5,-55.0,1.5273786,8.501702880859398
